Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ruby_3,11000,6,µµÄ¡¾ß,275,GooglePlay,2025-07-16,260700,447
Order Complete (App),,ruby_3,11000,6,µµÄ¡¾ß,275,GooglePlay,2025-07-16,238700,447
Order Complete (App),,ads_remove,7700,1,¿ÂÀ²,6,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_6,110000,7,·ÎÇÏÀÌ,284,GooglePlay,2025-07-25,286000,413
Order Complete (App),,ruby_5,55000,1,ÇÏ°õÅÊ,25,GooglePlay,2025-07-31,7700,12385
Order Complete (App),,ruby_1,1100,9,Àå¼öÃ´ÁØ°æ,268,GooglePlay,2025-07-22,26400,564
Order Complete (App),,ruby_3,11000,1,ÀüÁ¾¿À,31,GooglePlay,2025-07-31,0,11927
Order Complete (App),,ruby_6,110000,15,ÃµÈá,546,GooglePlay,2025-07-17,2101000,9
Order Complete (App),,ruby_3,11000,13,Áö³²»ù,305,GooglePlay,2025-07-18,187000,195
Order Complete (App),,ruby_3,11000,9,dndu,270,GooglePlay,2025-07-23,55000,515
Order Complete (App),,ruby_1,1100,2,È«Å°,101,GooglePlay,2025-07-30,6600,4664
Order Complete (App),,ruby_2,6600,2,È«Å°,101,GooglePlay,2025-07-30,0,4664
Order Complete (App),,ruby_3,11000,1,±Ý¿äÀÏ,81,GooglePlay,2025-07-30,14300,6636
Order Complete (App),,ruby_2,6600,1,±Ý¿äÀÏ,81,GooglePlay,2025-07-30,7700,6636
Order Complete (App),,ruby_2,6600,13,ÅÂ¹é,386,GooglePlay,2025-07-18,503800,52
Order Complete (App),,ruby_3,11000,13,Áö³²»ù,303,GooglePlay,2025-07-18,176000,196
Order Complete (App),,ruby_4,33000,2,ÀÌ¾ßÀÌ,65,OneStore,2025-07-30,47300,7726
Order Complete (App),,ruby_3,11000,6,µð¾Æ¶õ,268,GooglePlay,2025-07-26,391600,562
Order Complete (App),,ruby_4,33000,4,¿ì¸£¸£ÄçÄç,136,GooglePlay,2025-07-27,33000,3441
Order Complete (App),,ruby_3,11000,3,ÃÊÀÎ°í¾çÀÌ,147,OneStore,2025-07-29,88000,3185
Order Complete (App),,ads_remove,7700,1,³Ê±¸¸®ÅÁÅÁÀÌ,47,GooglePlay,2025-07-30,0,10441
Order Complete (App),,ads_remove,7700,1,ÀÌ½îÁö,69,GooglePlay,2025-07-30,0,7128
Order Complete (App),,ruby_3,11000,13,Á¶´Üºñ,305,GooglePlay,2025-07-18,198000,189
Order Complete (App),,ads_remove,7700,4,°­¹Ý¼®,149,GooglePlay,2025-07-28,0,3174
Order Complete (App),,ruby_2,6600,7,°ñµç,226,GooglePlay,2025-07-25,29700,1642
Order Complete (App),,ruby_5,55000,2,½É»ó,190,GooglePlay,2025-07-30,117700,3347
Order Complete (App),,ruby_1,1100,14,±è¹Î±³,287,GooglePlay,2025-07-18,162800,284
Order Complete (App),,ruby_1,1100,14,±è¹Î±³,287,GooglePlay,2025-07-18,161700,284
Order Complete (App),,ruby_3,11000,14,±è¹Î±³,287,GooglePlay,2025-07-18,149600,284
Order Complete (App),,ruby_6,110000,3,¾ÏºÎ,370,GooglePlay,2025-07-29,1217700,89
Order Complete (App),,ruby_4,33000,14,±è¹Î±³,287,GooglePlay,2025-07-18,116600,284
Order Complete (App),,ruby_3,11000,4,Çà¹éÀÌ,225,GooglePlay,2025-07-28,78100,1721
Order Complete (App),,ads_remove,7700,1,¸Æ½É,7,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ads_remove,7700,1,À°¼Õ,4,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ads_remove,7700,1,bbbb,33,GooglePlay,2025-07-31,0,12780
Order Complete (App),,ads_remove,7700,1,Äá¿µÈñ,11,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_5,55000,13,Áö³²»ù,294,GooglePlay,2025-07-18,121000,219
Order Complete (App),,ads_remove,7700,1,ÇÏ°õÅÊ,13,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_1,1100,1,¾ÆÀ±ÇÏÀ²,24,GooglePlay,2025-07-31,7700,13143
Order Complete (App),,ruby_2,6600,1,¾ÆÀ±ÇÏÀ²,24,GooglePlay,2025-07-31,0,13143
Order Complete (App),,ruby_2,6600,12,½¬¹ã²¨,396,GooglePlay,2025-07-19,976800,43
Order Complete (App),,ruby_4,33000,12,½¬¹ã²¨,396,GooglePlay,2025-07-19,937200,43
Order Complete (App),,ruby_5,55000,16,³Í´©±¸´Ï,448,GooglePlay,2025-07-16,874500,22
Order Complete (App),,ads_remove,7700,1,Á¾»ý,5,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_6,110000,3,¾ÏºÎ,350,GooglePlay,2025-07-29,1107700,89
Order Complete (App),,ruby_3,11000,15,Àº¿ù¶û,385,GooglePlay,2025-07-17,1062600,53
Order Complete (App),,ads_remove,7700,1,À±ÁöÂ¯Â¯¸Ç,46,GooglePlay,2025-07-31,0,10438
Order Complete (App),,ads_remove,7700,1,Á°¸æ,28,GooglePlay,2025-07-31,0,12228
Order Complete (App),,ads_remove,7700,1,È÷ÃÊ¸®,38,GooglePlay,2025-07-31,0,11559
Order Complete (App),,ruby_6,110000,5,¿ÏÅõ¾²¸®,462,GooglePlay,2025-07-27,1657700,20
Order Complete (App),,ruby_3,11000,11,¼ÒÀÎ¾Æºü,252,GooglePlay,2025-07-21,7700,867
Order Complete (App),,ruby_3,11000,4,¼ú¸¶½Åºó,118,GooglePlay,2025-07-28,11000,4750
Order Complete (App),,ads_remove,7700,1,Á¤ºñ¿ÕÁ¶Á¤ºñ,5,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_2,6600,1,¿µ»ê±º,24,GooglePlay,2025-07-30,22000,13127
Order Complete (App),,ruby_3,11000,1,¿µ»ê±º,24,GooglePlay,2025-07-30,11000,13127
Order Complete (App),,ads_remove,7700,1,ÅÂ¹Ù¸®,17,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_3,11000,1,¿µ»ê±º,24,GooglePlay,2025-07-30,0,13127
Order Complete (App),,ruby_1,1100,9,sang223,151,GooglePlay,2025-07-22,0,3023
Order Complete (App),,ruby_3,11000,12,½¬¹ã²¨,391,GooglePlay,2025-07-19,926200,49
Order Complete (App),,ruby_6,110000,16,³Í´©±¸´Ï,436,GooglePlay,2025-07-16,764500,29
Order Complete (App),,ruby_6,110000,13,³ëºñÃâ½Å,628,GooglePlay,2025-07-18,4737700,5
Order Complete (App),,ruby_3,11000,9,±ÃµðÇ¥·ù,240,GooglePlay,2025-07-23,40700,1242
Order Complete (App),,ads_remove,7700,1,¿õÀÌÀå±º,6,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ads_remove,7700,1,Ãß¾ïÀÇ¼Ò¿ï,5,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_4,33000,9,ÄíÄô,347,GooglePlay,2025-07-23,468600,97
Order Complete (App),,ruby_2,6600,2,¾óÁ×¹ð,68,GooglePlay,2025-07-30,7700,7895
Order Complete (App),,ruby_4,33000,6,±Ç·ü,188,GooglePlay,2025-07-26,7700,2333
Order Complete (App),,ruby_3,11000,13,È¨¼îÇÎ,285,GooglePlay,2025-07-18,119900,335
Order Complete (App),,ruby_3,11000,6,À¯ÄÉÀÌ,248,GooglePlay,2025-07-26,62700,1034
Order Complete (App),,ruby_4,33000,13,È¨¼îÇÎ,285,GooglePlay,2025-07-18,86900,335
Order Complete (App),,ruby_4,33000,1,¿ç·Î¿ç·Î,77,GooglePlay,2025-07-30,14300,8699
Order Complete (App),,ruby_3,11000,3,À¯ÁøÅ´,117,GooglePlay,2025-07-29,27500,4191
Order Complete (App),,ads_remove,7700,1,ºÏÁ¶¼±°í»çÆ÷,6,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_5,55000,9,ÄíÄô,330,GooglePlay,2025-07-23,413600,125
Order Complete (App),,ruby_4,33000,4,sr0320,113,GooglePlay,2025-07-28,18700,4250
Order Complete (App),,ruby_2,6600,1,¿ç·Î¿ç·Î,65,GooglePlay,2025-07-30,7700,8699
Order Complete (App),,ads_remove,7700,1,Æëµò,6,GooglePlay,2025-07-31,0,99999999
Order Complete (App),,ruby_5,55000,6,yad,256,GooglePlay,2025-07-26,97900,732
Order Complete (App),,ruby_3,11000,5,Åä³©ÀÌ,182,GooglePlay,2025-07-27,29700,2556
Order Complete (App),,ruby_3,11000,5,Åä³©ÀÌ,182,GooglePlay,2025-07-27,7700,2556
Order Complete (App),,ruby_3,11000,4,Ä«¿¤z,94,GooglePlay,2025-07-28,7700,4817
Order Complete (App),,ruby_3,11000,4,sr0320,112,GooglePlay,2025-07-28,7700,4278
Order Complete (App),,ruby_3,11000,2,roki,101,GooglePlay,2025-07-30,51700,4537
Order Complete (App),,ads_remove,7700,1,´ë¹Ú±â¿ø,9,OneStore,2025-07-30,7700,99999999
Order Complete (App),,ruby_3,11000,3,Áø¿µµµ·É,118,GooglePlay,2025-07-29,20900,3941
Order Complete (App),,ads_remove,7700,1,ºù±×·¹¹ÙÀ¯,14,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_3,11000,9,±¹»Ð,326,GooglePlay,2025-07-23,254100,137
Order Complete (App),,ads_remove,7700,1,±èÃ¶È£,5,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_3,11000,10,µÎÀ²´ëµð,338,GooglePlay,2025-07-22,297000,109
Order Complete (App),,ruby_2,6600,4,¼ö¸£°ï,191,GooglePlay,2025-07-28,20900,2358
Order Complete (App),,ads_remove,7700,2,Åõ¸®º¸½º,68,GooglePlay,2025-07-30,0,9384
Order Complete (App),,ruby_3,11000,5,Realize,214,GooglePlay,2025-07-27,182600,2061
Order Complete (App),,ruby_5,55000,5,Realize,214,GooglePlay,2025-07-27,127600,2061
Order Complete (App),,ads_remove,7700,1,Jiwooh,19,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_5,55000,13,Âé¾Æºü,227,GooglePlay,2025-07-18,7700,1554
Order Complete (App),,ruby_3,11000,1,¹Ì´Ï½º,43,GooglePlay,2025-07-30,0,13080
Order Complete (App),,ruby_1,1100,1,¹«¶óÄ«³ë°¡¾²³ª,25,GooglePlay,2025-07-30,7700,13083
Order Complete (App),,ruby_2,6600,1,¹«¶óÄ«³ë°¡¾²³ª,25,GooglePlay,2025-07-30,0,13083
Order Complete (App),,ruby_1,1100,17,¾ÆÀÌ±¸,256,OneStore,2025-07-15,8800,2423
Order Complete (App),,ads_remove,7700,1,Àå°Ç,8,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ads_remove,7700,1,¿£Æ¼¾ËÀ¯ºÎ³à,51,GooglePlay,2025-07-30,0,9367
Order Complete (App),,ruby_3,11000,13,²¹³×,426,GooglePlay,2025-07-19,915200,33
Order Complete (App),,ruby_1,1100,6,¿ÀÅÂ½ÄÀÌ,245,GooglePlay,2025-07-26,95700,1106
Order Complete (App),,ruby_1,1100,6,¿ÀÅÂ½ÄÀÌ,245,GooglePlay,2025-07-26,94600,1106
Order Complete (App),,ruby_3,11000,13,Á¶´Üºñ,300,GooglePlay,2025-07-18,187000,194
Order Complete (App),,ruby_5,55000,13,ÅÂ¿¬ÀÌ,374,GooglePlay,2025-07-19,575300,57
Order Complete (App),,ruby_2,6600,2,¼ÒÇâ,51,GooglePlay,2025-07-30,7700,9365
Order Complete (App),,ruby_1,1100,4,´©¸®¸¶·ç,43,GooglePlay,2025-07-28,29700,10672
Order Complete (App),,ruby_2,6600,9,´©³ªÁÁ¾Æ,257,GooglePlay,2025-07-22,215600,732
Order Complete (App),,ruby_4,33000,13,ÅÂ¿¬ÀÌ,374,GooglePlay,2025-07-19,542300,57
Order Complete (App),,ruby_4,33000,298,ÆÄÀÎÆ®·ò,1034,OneStore,2024-10-07,3905200,7
Order Complete (App),,ads_remove,7700,1,¿¬µÎÀ¯,7,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_5,55000,13,ÅÂ¿¬ÀÌ,374,GooglePlay,2025-07-19,487300,57
Order Complete (App),,ruby_2,6600,12,ÃÊ·Ï¸Þ¶Ñ±â,286,GooglePlay,2025-07-19,102300,288
Order Complete (App),,ruby_4,33000,13,ÅÂ¿¬ÀÌ,373,GooglePlay,2025-07-19,454300,57
Order Complete (App),,ruby_4,33000,1,À£Ä¡°õ,29,GooglePlay,2025-07-30,7700,11927
Order Complete (App),,ruby_1,1100,1,±Í¿°µÕÀÌÂ¯±¸,31,GooglePlay,2025-07-30,12100,13067
Order Complete (App),,ruby_1,1100,1,±Í¿°µÕÀÌÂ¯±¸,31,GooglePlay,2025-07-30,12100,13067
Order Complete (App),,ruby_1,1100,1,±Í¿°µÕÀÌÂ¯±¸,31,GooglePlay,2025-07-30,9900,13067
Order Complete (App),,ruby_1,1100,1,±Í¿°µÕÀÌÂ¯±¸,31,GooglePlay,2025-07-30,7700,13067
Order Complete (App),,ads_remove,7700,1,À£Ä¡°õ,4,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ads_remove,7700,1,¼ö·æ,24,GooglePlay,2025-07-30,0,13065
Order Complete (App),,ads_remove,7700,1,±Í¿°µÕÀÌÂ¯±¸,7,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ads_remove,7700,1,ÄÚÄí½Ãº¸,18,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_1,1100,6,ÇÑ³ªµÕÀÌ,150,GooglePlay,2025-07-26,13200,3332
Order Complete (App),,ruby_1,1100,6,ÇÑ³ªµÕÀÌ,150,GooglePlay,2025-07-26,13200,3332
Order Complete (App),,ruby_1,1100,6,ÇÑ³ªµÕÀÌ,150,GooglePlay,2025-07-26,12100,3332
Order Complete (App),,ruby_1,1100,6,ÇÑ³ªµÕÀÌ,150,GooglePlay,2025-07-26,9900,3332
Order Complete (App),,ruby_1,1100,6,ÇÑ³ªµÕÀÌ,150,GooglePlay,2025-07-26,7700,3332
Order Complete (App),,ads_remove,7700,1,±Ý¿äÀÏ,7,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_4,33000,10,¹ÌÀ²,291,OneStore,2025-07-21,196900,216
Order Complete (App),,ads_remove,7700,1,ÄÉ·Î¾¾,4,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ads_remove,7700,1,¿ç·Î¿ç·Î,24,GooglePlay,2025-07-30,0,13058
Order Complete (App),,ruby_1,1100,172,¼­±âÀû,559,OneStore,2024-09-30,157800,269
Order Complete (App),,ruby_1,1100,172,¼­±âÀû,559,OneStore,2024-09-30,156700,269
Order Complete (App),,ruby_1,1100,172,¼­±âÀû,559,OneStore,2024-09-30,155600,269
Order Complete (App),,ruby_3,11000,4,Ç÷¸¶»ç³É²Û,116,GooglePlay,2025-07-27,71500,4170
Order Complete (App),,ruby_3,11000,10,¹ÌÀ²,287,OneStore,2025-07-21,163900,261
Order Complete (App),,ruby_6,110000,13,leonso,477,GooglePlay,2025-07-19,4033700,15
Order Complete (App),,ruby_6,110000,13,leonso,477,GooglePlay,2025-07-19,4033700,15
Order Complete (App),,ruby_6,110000,13,leonso,477,GooglePlay,2025-07-19,3923700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3813700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3813700,15
Order Complete (App),,ads_remove,7700,1,°íÃ¢ÀÌ,66,GooglePlay,2025-07-30,0,7403
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3483700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3263700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3263700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,3263700,15
Order Complete (App),,ruby_6,110000,13,leonso,476,GooglePlay,2025-07-19,2933700,15
Order Complete (App),,ruby_5,55000,9,³î¿ì,324,GooglePlay,2025-07-23,138600,145
Order Complete (App),,ruby_2,6600,4,Ç÷¸¶»ç³É²Û,109,GooglePlay,2025-07-27,71500,4700
Order Complete (App),,ruby_3,11000,4,Ç÷¸¶»ç³É²Û,109,GooglePlay,2025-07-27,53900,4700
Order Complete (App),,ads_remove,7700,1,ÀÌ¸¸³É,36,GooglePlay,2025-07-30,0,11265
Order Complete (App),,ruby_6,110000,3,¾ÏºÎ,350,GooglePlay,2025-07-29,997700,96
Order Complete (App),,ruby_2,6600,4,Ç÷¸¶»ç³É²Û,95,GooglePlay,2025-07-27,47300,4700
Order Complete (App),,ruby_4,33000,4,Ç÷¸¶»ç³É²Û,95,GooglePlay,2025-07-27,14300,4700
Order Complete (App),,ads_remove,7700,1,¹é°­¸²,5,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ads_remove,7700,1,ÇÑ°áµµÈñ,4,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_1,1100,5,Çì³ª,209,OneStore,2025-07-26,9900,1905
Order Complete (App),,ruby_2,6600,9,´©³ªÁÁ¾Æ,256,GooglePlay,2025-07-22,209000,957
Order Complete (App),,ruby_3,11000,3,v¹Ù³ª³ª¿ìÀ¯v,119,GooglePlay,2025-07-28,0,3793
Order Complete (App),,ruby_5,55000,13,Áö³²»ù,269,GooglePlay,2025-07-18,66000,493
Order Complete (App),,ruby_4,33000,14,mcÀç¸í,301,GooglePlay,2025-07-18,272800,185
Order Complete (App),,ruby_4,33000,14,mcÀç¸í,301,GooglePlay,2025-07-18,239800,185
Order Complete (App),,ruby_4,33000,14,mcÀç¸í,301,GooglePlay,2025-07-18,206800,193
Order Complete (App),,ruby_4,33000,9,´©³ªÁÁ¾Æ,249,GooglePlay,2025-07-22,176000,957
Order Complete (App),,ruby_4,33000,11,ÁøÈ«,285,GooglePlay,2025-07-20,172700,313
Order Complete (App),,ruby_1,1100,1,¹«Äï,35,GooglePlay,2025-07-30,7700,13040
Order Complete (App),,ruby_2,6600,1,¹«Äï,35,GooglePlay,2025-07-30,0,13040
Order Complete (App),,ruby_1,1100,13,Ãµºñ±Â,146,GooglePlay,2025-07-15,2200,4003
Order Complete (App),,ruby_1,1100,13,Ãµºñ±Â,146,GooglePlay,2025-07-15,0,4003
Order Complete (App),,ruby_1,1100,1,Àå¿À,47,GooglePlay,2025-07-30,6600,9839
Order Complete (App),,ruby_2,6600,1,Àå¿À,47,GooglePlay,2025-07-30,0,9839
Order Complete (App),,ads_remove,7700,1,¸¸¸ð¿ä,51,GooglePlay,2025-07-30,0,12696
Order Complete (App),,ruby_2,6600,3,À¯¸°,86,OneStore,2025-07-29,31900,5947
Order Complete (App),,ruby_2,6600,12,ºñ¹ßµð,301,GooglePlay,2025-07-19,14300,203
Order Complete (App),,ruby_6,110000,3,¾ÏºÎ,310,GooglePlay,2025-07-29,887700,350
Order Complete (App),,ruby_3,11000,15,Áö³É,301,GooglePlay,2025-07-17,70400,182
Order Complete (App),,ruby_6,110000,15,E¿ìÁÖ,228,GooglePlay,2025-07-17,99000,1484
Order Complete (App),,ruby_1,1100,8,Å¸»þ,254,GooglePlay,2025-07-23,41800,781
Order Complete (App),,ruby_1,1100,8,Å¸»þ,254,GooglePlay,2025-07-23,40700,781
Order Complete (App),,ruby_1,1100,8,Å¸»þ,254,GooglePlay,2025-07-23,38500,781
Order Complete (App),,ads_remove,7700,1,´ß°­Á¤¸¸,6,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_3,11000,2,ÀºÁ¤,68,GooglePlay,2025-07-30,7700,7038
Order Complete (App),,ruby_4,33000,5,ÇÏ²¿,93,GooglePlay,2025-07-26,40700,4838
Order Complete (App),,ruby_2,6600,13,ÇÏ¾ß²Ù,271,GooglePlay,2025-07-19,128700,467
Order Complete (App),,ruby_3,11000,13,ÇÏ¾ß²Ù,271,GooglePlay,2025-07-19,117700,467
Order Complete (App),,ruby_3,11000,13,ÅÂÇ³Ç¥·ù±â,426,GooglePlay,2025-07-19,772200,32
Order Complete (App),,ruby_5,55000,13,ÅÂÇ³Ç¥·ù±â,426,GooglePlay,2025-07-19,717200,32
Order Complete (App),,ruby_2,6600,2,ÀÌ¾ßÀÌ,51,OneStore,2025-07-30,14300,9313
Order Complete (App),,ruby_2,6600,15,Áö³É,297,GooglePlay,2025-07-17,63800,192
Order Complete (App),,ruby_3,11000,13,ÇÏ¾ß²Ù,271,GooglePlay,2025-07-19,106700,467
Order Complete (App),,ruby_2,6600,15,ÇÏ¸ð¿¹,332,GooglePlay,2025-07-17,344300,119
Order Complete (App),,ads_remove,7700,1,®N¿a¿z,4,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_2,6600,4,bjihfdrt,110,GooglePlay,2025-07-23,7700,4332
Order Complete (App),,ruby_2,6600,15,¿ìÄ¡ÇÏÀÌÅ¸Ä¡,301,GooglePlay,2025-07-16,69300,180
Order Complete (App),,ruby_3,11000,15,ÇÏ¸ð¿¹,332,GooglePlay,2025-07-17,344300,119
Order Complete (App),,ruby_3,11000,15,ÇÏ¸ð¿¹,332,GooglePlay,2025-07-17,322300,119
Order Complete (App),,ruby_5,55000,15,ÇÏ¸ð¿¹,332,GooglePlay,2025-07-17,267300,119
Order Complete (App),,ruby_2,6600,3,À¯¸°,74,OneStore,2025-07-29,25300,6501
Order Complete (App),,ruby_1,1100,4,Çà¹éÀÌ,210,GooglePlay,2025-07-28,78100,1965
Order Complete (App),,ruby_2,6600,4,Ç÷¸¶»ç³É²Û,81,GooglePlay,2025-07-27,7700,6501
Order Complete (App),,ruby_1,1100,4,Çà¹éÀÌ,210,GooglePlay,2025-07-28,75900,1965
Order Complete (App),,ruby_4,33000,15,Áö³É,292,GooglePlay,2025-07-17,30800,229
Order Complete (App),,ruby_2,6600,4,Çà¹éÀÌ,210,GooglePlay,2025-07-28,69300,1965
Order Complete (App),,ruby_3,11000,15,¾û¸Á,563,GooglePlay,2025-07-17,2132900,6
Order Complete (App),,ruby_2,6600,2,ÄÚ¸®¾Æse½º¸Ó½Å,46,GooglePlay,2025-07-30,40700,9925
Order Complete (App),,ruby_4,33000,13,ÅÂÇ³Ç¥·ù±â,425,GooglePlay,2025-07-19,684200,32
Order Complete (App),,ruby_3,11000,12,GC,395,OneStore,2025-07-20,713900,43
Order Complete (App),,ruby_5,55000,12,GC,395,OneStore,2025-07-20,702900,43
Order Complete (App),,ads_remove,7700,2,ÈÄÁ¶,95,GooglePlay,2025-07-29,0,5148
Order Complete (App),,ads_remove,7700,1,¾Ë·Î¾Æ¿À¿¡,7,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_3,11000,4,¿ì¸£¸£ÄçÄç,121,GooglePlay,2025-07-27,22000,4474
Order Complete (App),,ruby_2,6600,10,µÎÀ²´ëµð,332,GooglePlay,2025-07-22,290400,116
Order Complete (App),,ruby_3,11000,2,roki,92,GooglePlay,2025-07-30,40700,5925
Order Complete (App),,ruby_5,55000,15,E¿ìÁÖ,199,GooglePlay,2025-07-17,44000,2090
Order Complete (App),,ads_remove,7700,1,Ä«¸à,14,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_4,33000,16,»óÃ³,723,OneStore,2025-07-16,3330800,3
Order Complete (App),,ruby_2,6600,13,GaDo,291,GooglePlay,2025-07-19,91300,211
Order Complete (App),,ruby_1,1100,2,´Ï±â·²²¨,24,GooglePlay,2025-07-30,6600,12682
Order Complete (App),,ruby_2,6600,2,´Ï±â·²²¨,24,GooglePlay,2025-07-30,0,12682
Order Complete (App),,ruby_2,6600,5,Çã¾î¾î´Ï,193,GooglePlay,2025-07-27,42900,2092
Order Complete (App),,ads_remove,7700,1,handbs,6,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_4,33000,2,ÁÖÇÑ³ªº£,53,GooglePlay,2025-07-30,0,8863
Order Complete (App),,ruby_4,33000,10,µÎÀ²´ëµð,330,GooglePlay,2025-07-22,257400,122
Order Complete (App),,ruby_1,1100,2,ÀÌ¾ßÀÌ,33,OneStore,2025-07-30,7700,11541
Order Complete (App),,ruby_2,6600,2,ÀÌ¾ßÀÌ,33,OneStore,2025-07-30,6600,13001
Order Complete (App),,ruby_2,6600,13,µ¾°³,251,GooglePlay,2025-07-19,29700,813
Order Complete (App),,ruby_3,11000,14,¾ÆÁî,326,GooglePlay,2025-07-18,150700,143
Order Complete (App),,ruby_4,33000,2,roki,91,GooglePlay,2025-07-30,7700,5925
Order Complete (App),,ruby_3,11000,4,Çà¹éÀÌ,192,GooglePlay,2025-07-28,58300,2117
Order Complete (App),,ruby_3,11000,2,¸ÛÁ¶,67,GooglePlay,2025-07-30,18700,7377
Order Complete (App),,ruby_1,1100,3,ÀÏÇØ¶óÁ¤Â÷Àå,198,GooglePlay,2025-07-29,132000,2130
Order Complete (App),,ruby_3,11000,2,¸ÛÁ¶,67,GooglePlay,2025-07-30,7700,7377
Order Complete (App),,ruby_2,6600,14,¸¶°¥°ï,272,GooglePlay,2025-07-17,38500,436
Order Complete (App),,ruby_3,11000,14,¹æ¶û°Ë°´,331,OneStore,2025-07-17,122100,116
Order Complete (App),,ruby_1,1100,2,¸ðÇÏºü,71,GooglePlay,2025-07-30,7700,8855
Order Complete (App),,ruby_2,6600,2,¸ðÇÏºü,71,GooglePlay,2025-07-30,0,8855
Order Complete (App),,ruby_4,33000,2,ÅðÄ¡ÇÏÀÚ,91,GooglePlay,2025-07-30,7700,6113
Order Complete (App),,ads_remove,7700,1,ÀÌ·ùÈñ,6,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_6,110000,15,ÃµÇÏ³­¼¼,530,GooglePlay,2025-07-16,1639000,10
Order Complete (App),,ads_remove,7700,4,±è±ëÁß,78,GooglePlay,2025-07-27,0,6250
Order Complete (App),,ads_remove,7700,1,ÀºÈ«,6,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_6,110000,13,leonso,471,GooglePlay,2025-07-19,2823700,16
Order Complete (App),,ruby_2,6600,15,ÇÏ³ª°ø°ø,286,GooglePlay,2025-07-17,57200,272
Order Complete (App),,ruby_3,11000,15,ÇÏ³ª°ø°ø,286,GooglePlay,2025-07-17,39600,272
Order Complete (App),,ads_remove,7700,2,½Å·Î,26,GooglePlay,2025-07-30,0,12075
Order Complete (App),,ruby_3,11000,15,¼öÁø,346,GooglePlay,2025-07-16,223300,93
Order Complete (App),,ruby_3,11000,15,¼öÁø,346,GooglePlay,2025-07-16,212300,93
Order Complete (App),,ruby_6,110000,14,KIRA,768,GooglePlay,2025-07-18,8147700,1
Order Complete (App),,ruby_1,1100,12,À¯Å°³ë,253,OneStore,2025-07-20,6600,786
Order Complete (App),,ruby_1,1100,13,¿ÕÈ£¾ß,286,OneStore,2025-07-19,15400,272
Order Complete (App),,ruby_1,1100,8,¿Í¼öÀÌ,152,GooglePlay,2025-07-19,0,2934
Order Complete (App),,ruby_4,33000,3,Áø¿ì¼­¿ì,187,GooglePlay,2025-07-28,78100,2297
Order Complete (App),,ruby_3,11000,1,·Î½Ã¾ß,24,GooglePlay,2025-07-30,0,12492
Order Complete (App),,ruby_4,33000,13,¢k¢k,351,GooglePlay,2025-07-18,271700,81
Order Complete (App),,ads_remove,7700,1,¶Ç¼ÛÀÌ,50,GooglePlay,2025-07-30,0,11383
Order Complete (App),,ruby_3,11000,2,ÀÏÇØ¶óÁ¤Â÷Àå,188,GooglePlay,2025-07-29,121000,2651
Order Complete (App),,ads_remove,7700,1,¹°Âé,19,GooglePlay,2025-07-30,0,99999999
Order Complete (App),,ruby_1,1100,3,Àå¼±»ý,66,GooglePlay,2025-07-28,7700,7358
